t=0,t=300,t=600,t=900,t=1200,t=1500,t=1800,t=2100,t=2400,t=2700,t=3000,t=3300,t=3600
0.0,12.5465108495405,16.661601440593742,18.045794781023787,15.219104481945244,13.8111521272094,13.493977343985959,14.171138727980845,13.873871665641463,13.544844522027413,13.890312532656592,13.3142853904014,13.100771828479369
0.0,9.801350978733815,12.164069821774717,13.298545046002737,19.386537281310154,25.24502478310732,26.84395872095843,25.422774072951302,23.91314354515824,23.007646995223816,21.580572582147585,20.89790337087637,19.94813180505937
0.0,12.898194456178473,13.131048012529122,16.51673408026463,16.36385360433276,14.654061941346852,13.771391945033614,14.513304039442685,15.317189984911305,18.009263820683493,23.466511473342187,26.316559097196873,25.791389994029107
